"gender","age","year","eyecolor","height","miles","brothers","sisters","computertime","exercise","exercisehours","musiccds","playgames","watchtv"
"1537","female",23,"other","brown",64,2000,1,0,10,"Yes",3,50,0,NA
"1538","female",19,"second","blue",64,170,1,0,10,"Yes",20,76,2,12
"1539","female",19,"second","brown",69,1039,0,1,7,"Yes",0,32,5,14
"1540","male",19,"second","blue",71,190,1,0,20,"Yes",15,125,2,5
"1541","male",19,"second","hazel",76,300,0,1,8,"No",0,140,5,8
"1542","female",22,"other","green",64,190,1,4,2,"No",0,10,0,10
"1543","female",30,"first","brown",NA,300,0,1,15,"Yes",5,50,4,2
"1544","male",21,"fourth","brown",68,350,1,1,5,"No",0,0,2,7
"1545","female",22,"fourth","blue",66,120,1,0,7,"Yes",8,20,0,2
"1546","male",21,"third","hazel",67,25,1,1,12,"No",0,15,20,20
"1547","male",26,"other","brown",68,30,0,2,15,"No",0,50,0,1
"1548","male",23,"other","blue",66,111,1,1,7,"Yes",5,111,2,20
"1549","male",19,"second","brown",77,60,1,2,20,"Yes",5,30,2,10
"1550","male",19,"second","hazel",72,375,1,0,5,"Yes",4,30,0,3
"1551","male",20,"second","blue",73,200,1,1,6,"Yes",6,25,1,4
"1552","male",21,"third","blue",71,170,1,0,5,"No",0,NA,0,3
"1553","female",20,"fourth","hazel",72,100,1,0,6,"Yes",7,300,1.5,5
"1554","female",24,"fourth","blue",68,95,1,1,7,"No",0,30,0,1
"1555","male",21,"third","blue",70,90,0,1,25,"Yes",0,25,6,10
"1556","female",21,"second","brown",63,25000,0,0,14,"No",0,30,4,21
"1557","male",21,"third","green",78,200,1,1,15,"No",0,10,2,10
"1558","female",19,"second","green",67,150,1,1,5,"Yes",3,80,7,6
"1559","female",19,"second","blue",70,260,1,1,21,"Yes",7,10,0,5
"1560","female",20,"third","hazel",67,300,0,0,5,"Yes",10,50,0,10
"1561","female",19,"second","hazel",62,150,1,0,4,"Yes",2,32,2,2
"1562","female",20,"third","green",56,0,1,0,8,"Yes",4,25,0,8
"1563","male",20,"second","blue",73,45,1,1,8,"No",0,50,3,10
"1564","male",20,"third","other",70,48,1,0,10,"Yes",4,NA,0,8
"1565","male",20,"second","blue",71,50,1,1,5,"Yes",4,30,15,15
"1566","male",20,"second","blue",70,200,2,0,15,"Yes",0,100,4,10
"1567","female",22,"fourth","green",64,45,0,2,2,"Yes",8,150,0,6
"1568","male",24,"other","blue",72,30,2,1,24,"Yes",4,30,5,5
"1569","male",28,"fourth","blue",71,200,1,0,10,"No",0,50,0,10
"1570","female",19,"second","brown",69,NA,0,0,28,"Yes",5,25,0,14
"1571","female",19,"second","green",64,72,0,2,8,"Yes",10,12,0,0
"1572","female",20,"third","blue",64,100,0,7,7,"No",0,100,10,7
"1573","male",19,"second","brown",67,42,2,1,10,"No",0,4,10,10
"1574","male",19,"second","brown",76,137,0,2,20,"Yes",4,75,8,12
"1575","male",34,"fourth","brown",74,90,0,2,4,"No",0,25,0,1
"1576","male",22,"fourth","blue",72,50,0,1,6,"No",0,30,0,3
"1577","female",20,"third","green",65,150,0,1,3,"Yes",9,50,0,3
"1578","male",20,"third","blue",70,195,3,1,7,"Yes",5,100,0,6
"1579","female",21,"fourth","blue",68,400,1,0,25,"Yes",5,30,0,5
"1580","female",21,"fourth","blue",70,180,2,1,10,"Yes",10,25,0,10
"1581","male",19,"second","green",74,130,1,1,10,"Yes",4,0,8,2
"1582","female",19,"second","green",61,1500,2,1,25,"No",0,75,0,10
"1583","female",18,"first","brown",66,200,0,2,8,"No",0,100,4,10
"1584","female",19,"second","brown",62,NA,1,0,12,"No",0,100,2,3
"1585","female",19,"second","blue",57,140,1,4,7,"Yes",7,60,0,14
"1586","female",21,"fourth","blue",64,171,0,1,15,"No",0,70,0,10
"1587","male",22,"fourth","brown",76,130,1,0,21,"Yes",15,120,0,5
"1588","male",19,"second","brown",71,175,0,1,22.5,"Yes",8,0,0,4
"1589","male",19,"second","brown",73,300,0,1,28,"Yes",0,150,0,10
"1590","male",21,"third","blue",76,28,1,5,5,"Yes",2,20,7,10
"1591","female",23,"other","hazel",64,80,1,0,8,"Yes",6,20,0,5
"1592","male",21,"fourth","brown",71,60,0,0,40,"No",0,20,0,8
"1593","male",20,"third","brown",72,330,0,1,35,"No",0,30,13,20
"1594","male",23,"other","brown",69,1600,1,1,3,"Yes",5,50,0,15
"1595","female",21,"other","brown",62,250,5,5,5,"No",0,20,0,5
"1596","male",19,"second","blue",65,117,1,1,6,"Yes",4,100,1,12
"1597","female",21,"fourth","blue",65,60,0,1,3,"Yes",4,10,0,5
"1598","male",19,"second","green",73,137,2,3,14,"No",0,0,2,2
"1599","female",19,"second","hazel",67,300,0,2,20,"Yes",10,25,0,10
"1600","male",20,"third","blue",67,700,0,1,30,"Yes",7.5,200,2,15
"1601","female",19,"second","blue",68,90,0,2,10,"Yes",7,12,0,2
"1602","female",20,"third","brown",65,16,1,1,7,"No",0,250,0,15
"1603","female",20,"second","blue",65,170,1,3,14,"No",0,50,0,24
"1604","female",20,"second","hazel",66,190,2,1,6,"Yes",4,50,0,11.5
"1605","male",20,"second","hazel",67,30,0,0,10,"No",0,40,3,2
"1606","male",20,"third","hazel",69,180,2,0,8,"Yes",7,150,0,2
"1607","male",19,"second","hazel",70,135,2,2,14,"Yes",2.5,15,10,17
"1608","male",22,"first","brown",70,2000,0,0,20,"No",0,50,2,10
"1609","female",22,"other","brown",60,1044,2,2,10,"No",0,100,0,20
"1610","female",21,"fourth","brown",62,30,2,1,15,"Yes",6,100,1,4
"1611","male",20,"third","brown",72,283,0,1,35,"Yes",6,50,6,8
"1612","male",21,"fourth","green",74,116,0,1,2,"Yes",6,NA,2,12
"1613","female",21,"fourth","brown",63,35,2,1,20,"Yes",3,50,0,20
"1614","male",22,"fourth","blue",71,1300,1,1,4,"Yes",7,50,0,4
"1615","female",22,"other","blue",65,180,2,1,1,"No",0,20,0,6
"1616","female",21,"third","brown",65,150,1,0,4,"Yes",5,NA,0,3
"1617","male",20,"third","blue",70,60,2,0,3,"Yes",3,5,10,5
"1618","female",20,"third","hazel",64,100,2,1,4,"No",0,50,0,5
"1619","female",19,"second","blue",64,65,3,0,4,"Yes",4,40,1,3
"1620","male",19,"second","hazel",60,129,2,0,3,"Yes",2,15,1,3
"1621","male",19,"second","hazel",73,130,2,1,10,"Yes",10,50,0,5
"1622","female",19,"second","brown",66,250,2,0,12,"Yes",7,40,1,6
"1623","female",23,"other","blue",68,45,4,1,14,"No",0,275,0,7
"1624","female",19,"second","blue",65,30,0,2,28,"No",0,45,2,15
"1625","female",19,"second","blue",64,90,0,1,10,"Yes",9,25,0,5
"1626","male",31,"third","blue",72,31,5,1,3,"No",0,35,0,3
"1627","female",20,"third","green",63,250,0,2,5,"Yes",5,15,0,5
"1628","female",19,"second","brown",65,327,1,1,9,"No",0,25,4,5
"1629","male",20,"third","blue",70,45,0,1,20,"Yes",6,175,10,10
"1630","female",21,"third","blue",65,75,1,0,14,"Yes",0,100,2,10
"1631","female",21,"fourth","blue",65,180,1,1,10,"Yes",4,20,0,2
"1632","female",20,"third","brown",69,140,1,0,15,"No",0,150,1,2
"1633","female",19,"first","blue",68,0,1,1,20,"No",0,20,0,10
"1634","female",20,"third","green",67,217,1,1,12,"No",0,120,18,10
"1635","male",20,"third","hazel",76,450,0,0,10,"Yes",8,10,3,20
"1636","male",21,"third","hazel",70,160,3,2,6,"Yes",4,2,4,6
"1637","female",19,"second","brown",67,35,0,1,10,"Yes",0,50,1,10
"1638","male",23,"other","brown",72,120,2,4,1,"No",0,100,0,0
"1639","female",19,"second","blue",62,196,3,0,5,"Yes",5,500,0,2
"1640","male",21,"third","blue",73,125,2,1,6,"Yes",5,NA,0,8
"1641","female",19,"second","blue",64,150,1,1,20,"Yes",2,30,10,8
"1642","female",19,"second","hazel",67,10,1,1,3,"Yes",3,40,0,5
"1643","male",20,"third","blue",74,150,0,0,7,"Yes",3,20,0,1
"1644","female",23,"fourth","brown",65,120,1,1,6,"Yes",3,20,0,10
"1645","female",19,"second","blue",63,400,1,1,15,"Yes",20,150,0,4
"1646","female",19,"second","brown",66,177,1,0,20,"Yes",7,5,0,1
"1647","male",20,"third","blue",82,45,1,3,35,"No",0,50,0,4
"1648","female",19,"second","brown",64,200,1,1,3,"No",0,NA,0,10
"1649","female",19,"second","brown",66,120,1,2,12,"Yes",7,50,0,10
"1650","female",23,"fourth","brown",75,1000,4,3,5,"Yes",25,10,7,14
"1651","female",21,"fourth","blue",63,15,0,0,5,"Yes",10,10,0,2
"1652","male",25,"other","hazel",73,106,0,1,30,"Yes",4,30,1,50
"1653","female",20,"third","hazel",65,772,1,0,20,"No",0,100,5,15
"1654","female",19,"second","blue",62,250,1,0,15,"Yes",8,100,0,15
"1655","male",19,"second","blue",75,15,0,0,4,"Yes",5,25,5,3
"1656","male",53,"first","brown",70,0,0,1,5,"No",0,12,4,3
"1657","female",19,"second","hazel",70,200,3,1,2,"Yes",3,32,0,5
"1658","female",22,"other","brown",62,10,4,2,5,"No",0,50,0,15
"1659","female",21,"fourth","hazel",64,25,1,2,15,"Yes",4,25,0,15
"1660","female",19,"second","green",64,100,3,2,30,"Yes",2,5,4,2
"1661","female",22,"fourth","blue",67,88,2,1,8,"Yes",3,40,1,8
"1662","male",20,"second","brown",69,180,3,1,14,"Yes",4,55,0,5
"1663","male",23,"other","other",67,90,1,0,5,"Yes",5,0,3,5
"1664","male",21,"fourth","brown",72,0,2,1,20,"Yes",0,2,45,20
"1665","male",19,"second","blue",70,45,1,0,10,"No",0,70,0,12
"1666","female",20,"third","brown",70,441,0,4,14,"No",0,50,0,21
"1667","female",20,"second","green",67,120,2,0,10,"Yes",5,20,5,10
"1668","female",19,"second","blue",64,140,0,0,2,"Yes",3,50,0,4
"1669","male",39,"fourth","brown",72,110,1,2,25,"Yes",0,5,5,2
"1670","female",19,"second","brown",65,340,3,1,14,"No",0,300,0,7
"1671","male",19,"second","brown",NA,10000,1,0,10,"Yes",3,1,20,7
"1672","male",19,"second","blue",72,35,0,2,15,"Yes",8,100,2,3
"1673","female",19,"second","hazel",67,220,2,0,5,"Yes",4,200,0,1
"1674","female",20,"third","brown",62,230,1,0,3,"No",0,100,3,3
"1675","male",20,"third","brown",69,20,1,0,11,"No",0,30,1,6
"1676","male",22,"fourth","brown",73,100,1,1,10,"Yes",7,100,7,12
"1677","male",20,"third","blue",74,158,2,0,4,"Yes",6,34,2,0
"1678","male",20,"third","blue",71,350,0,0,15,"Yes",9,150,0,2
"1679","male",22,"fourth","blue",70,200,0,1,10,"Yes",5,100,0,20
"1680","male",20,"third","brown",79,180,1,0,35,"Yes",3,15,0,8
"1681","female",19,"second","hazel",68,110,0,0,30,"Yes",8,10,0,15
"1682","female",18,"second","blue",67,100,2,0,15,"Yes",9,75,0,0
"1683","male",21,"third","hazel",74,50,2,3,16,"Yes",8,5,25,14
"1684","male",19,"second","blue",71,20,1,1,15,"Yes",4,100,5,12
"1685","female",20,"third","blue",66,115,2,2,64,"Yes",3,25,0,3
"1686","male",19,"third","green",70,1500,3,0,10,"Yes",5,40,4,14
"1687","female",21,"third","blue",69,230,1,0,11,"Yes",10,75,1,10
"1688","male",19,"second","brown",71,35,1,0,10,"Yes",3,21,7,3
"1689","male",21,"third","brown",74,193,0,1,17.5,"Yes",2,100,0,22.5
"1690","female",20,"third","blue",64,50,1,0,10,"No",0,20,0,15
"1691","female",22,"fourth","blue",68,30,1,2,9,"Yes",4,25,1,10
"1692","female",20,"third","blue",64,175,1,4,0.5,"No",0,75,0,21
"1693","male",20,"third","brown",69,90,1,1,25,"Yes",8,60,1,2
"1694","female",20,"third","hazel",66,130,1,0,15,"No",0,NA,10,25
"1695","male",20,"third","green",77,51,0,1,4,"No",0,150,2,10
"1696","female",19,"second","hazel",71,160,0,2,10,"Yes",2,60,0,10
"1697","female",20,"second","blue",66,200,4,2,35,"Yes",12,53,1,6
"1698","female",19,"second","blue",65,250,0,2,1,"No",0,25,3,6
"1699","female",30,"other","other",69,30,1,0,15,"Yes",2.5,100,5,0
"1700","male",31,"other","green",76,30,1,2,15,"Yes",20,100,5,0
"1701","male",19,"third","hazel",74,100,2,0,5,"Yes",7,25,6,6
"1702","male",21,"fourth","brown",72,30,1,0,10,"No",0,150,5,3
"1703","male",21,"third","blue",70,120,1,1,10,"Yes",3,75,20,7
"1704","female",21,"fourth","green",63,379,1,1,12,"Yes",7,50,0,2
"1705","male",20,"second","hazel",68,140,0,1,3,"Yes",5,28,1,2
"1706","female",19,"second","blue",69,100,1,3,15,"Yes",10,50,0,2
"1707","male",19,"second","brown",73,642,0,1,18,"Yes",10,20,5,16
"1708","male",20,"third","brown",70,350,3,0,20,"Yes",10,300,2,8
"1709","female",19,"second","green",70,200,1,1,25,"Yes",8,50,0,5
"1710","female",19,"second","blue",65,215,0,1,14,"Yes",0,150,0,6
"1711","male",19,"second","blue",75,150,0,1,2,"Yes",8,10,2,12
"1712","male",25,"other","hazel",70,117,0,2,12,"Yes",4,0,0,4
"1713","male",22,"third","blue",69,160,5,1,4,"Yes",4,12,1,5
"1714","female",21,"fourth","green",62,40,3,0,7,"Yes",10,30,0,14
"1715","female",19,"second","blue",64,40,1,2,21,"No",0,30,0,4
"1716","male",20,"third","brown",66,97,3,1,15,"Yes",4,25,3,0
"1717","female",19,"second","brown",68,300,2,3,6,"No",0,200,0,12
"1718","female",20,"third","green",65,30,1,0,10,"No",0,50,0,12
"1719","female",19,"second","green",65,65,2,0,8,"Yes",0,30,1,2
"1720","female",21,"fourth","brown",62,200,1,0,35,"Yes",5,10,0,8
"1721","female",20,"first","brown",NA,NA,1,0,21,"Yes",5,5,0,14
"1722","female",56,"other","brown",66,190,2,0,21,"Yes",5,10,0,30
"1723","male",22,"fourth","brown",69,150,1,0,10,"No",0,100,10,30
"1724","female",20,"third","blue",67,160,2,2,42,"No",0,0,1,28
"1725","male",20,"third","blue",73,180,1,1,50,"No",0,5,25,15
"1726","male",19,"second","blue",70,40,2,0,10,"Yes",6,48,5,10
"1727","male",20,"third","blue",74,115,0,1,4,"Yes",7,75,0,2
"1728","male",22,"other","brown",68,70,1,2,30,"Yes",8,200,0,0
"1729","male",21,"fourth","blue",76,60,3,1,25,"Yes",3,75,0,0
"1730","male",20,"third","blue",76,185,1,0,5,"Yes",4.5,30,7,5.5
"1731","male",20,"third","blue",69,1750,1,1,10,"Yes",16,50,10,30
"1732","male",23,"other","blue",69,200,2,6,10,"Yes",10,50,10,30
"1733","female",20,"third","blue",66,15,2,2,7,"No",0,200,0,2
"1734","female",19,"second","brown",62,20,1,0,10,"Yes",7,50,0,6
"1735","male",22,"other","blue",75,25,1,1,4,"Yes",7,40,5,14
"1736","female",21,"third","green",64,0,2,1,7,"Yes",7,50,0,3
"1737","female",19,"second","hazel",67,50,0,2,40,"No",0,40,1,1
"1738","male",19,"second","brown",66,50,0,0,15,"Yes",6.5,300,0,0
"1739","male",20,"second","brown",63,55,1,2,15,"Yes",4.5,15,4,13
"1740","female",20,"third","hazel",67,45,1,2,14,"No",0,50,0,15
"1741","male",20,"third","blue",74,15,0,1,10,"Yes",10,100,1,9
"1742","male",20,"third","blue",72,220,1,0,8,"Yes",20,103,2,14
"1743","female",19,"second","brown",65,300,0,2,6,"No",0,20,0,2
"1744","male",21,"fourth","blue",72,169,1,1,5,"Yes",12,28,2,15
"1745","female",19,"second","blue",64,200,2,1,10,"No",0,50,1,8
"1746","male",22,"fourth","blue",71,600,3,2,6,"Yes",2,25,1,4
"1747","male",22,"third","brown",74,200,1,2,10,"No",0,30,1,7
"1748","male",20,"second","blue",73,112,1,1,2,"No",0,15,3,49
"1749","female",19,"second","blue",68,90,1,1,10,"Yes",3,200,2,15
"1750","female",22,"other","brown",71,10,2,3,6,"No",0,120,0,15
"1751","female",20,"second","blue",63,140,1,0,15,"No",0,10,2,1
"1752","male",23,"fourth","brown",72,6159,1,1,20,"No",0,50,5,20
"1753","male",19,"second","brown",73,120,1,0,8,"Yes",5,15,8,20
"1754","female",18,"first","blue",67,167,1,1,18,"Yes",4,30,2,6
"1755","female",19,"second","brown",68,110,0,0,35,"No",0,100,2,25
"1756","female",20,"second","hazel",69,35,0,1,7,"No",0,30,0,12
"1757","male",26,"third","brown",70,0,0,2,72,"Yes",5,100,0,0
"1758","female",19,"first","green",65,950,0,1,10,"No",0,15,8,2
"1759","female",19,"second","blue",64,300,0,1,21,"Yes",7,10,0,14
"1760","male",22,"fourth","brown",76,500,1,0,15,"No",0,25,1,10
"1761","male",20,"second","blue",68,200,1,2,5,"Yes",4,20,1,3
"1762","female",21,"third","blue",70,106,2,0,35,"Yes",4,200,2,10
"1763","female",19,"second","brown",67,200,0,2,60,"Yes",3,20,0,3
"1764","female",21,"third","brown",64,0,1,0,10,"Yes",9,60,0,10
"1765","female",20,"third","blue",44,30,0,1,7,"Yes",4,200,0,5
"1766","male",21,"third","hazel",70,0,1,1,10,"No",0,200,0,8
"1767","male",21,"third","brown",68,1000,4,3,5,"No",0,0,5,25
"1768","female",19,"second","blue",70,65,0,1,20,"No",0,50,0,10
"1769","male",20,"second","brown",70,90,2,1,10,"Yes",8,50,9,9
"1770","female",20,"third","brown",63,380,2,0,12,"Yes",6,50,0,35
"1771","female",19,"second","hazel",64,45,1,1,14,"Yes",2,3,0,10
"1772","female",20,"third","brown",65,230,2,0,15,"Yes",7,25,0,14
"1773","female",18,"first","blue",68,99,2,0,60,"Yes",5,30,1,5
"1774","male",23,"fourth","blue",74,100,1,0,5,"Yes",6,50,2,5
"1775","male",23,"third","hazel",71,250,0,1,5,"Yes",10,20,10,5
"1776","male",21,"third","hazel",73,200,0,1,2,"Yes",15,100,2,7
"1777","male",21,"fourth","blue",72,228,0,1,12,"Yes",4,447,6,6
"1778","female",20,"third","brown",65,40,2,0,40,"No",0,60,2,1
"1779","female",21,"third","blue",63,200,0,0,12,"Yes",5,250,3,6
"1780","female",19,"second","brown",64,100,1,1,8,"No",0,5,4,8
"1781","female",20,"third","brown",62,15,1,1,25,"Yes",7,150,1,15
"1782","female",18,"first","brown",68,55,1,1,3,"No",0,6,0.5,6
"1783","male",20,"third","hazel",70,65,0,0,15,"Yes",1,266,12,2
"1784","male",20,"second","blue",75,65,0,3,15,"No",0,250,3,10
"1785","male",19,"first","blue",72,8,0,1,10,"Yes",2,25,10,10
"1786","female",19,"second","brown",65,160,1,2,6,"Yes",5,10,0,4
"1787","female",18,"first","brown",67,180,2,0,20,"Yes",2.5,15,0,5
"1788","female",20,"third","hazel",67,60,1,1,10,"No",0,100,0,3
"1789","female",18,"first","brown",63,4,1,0,10,"No",0,NA,0,6
"1790","female",31,"other","blue",68,234,1,1,21,"No",0,1000,2,4.5
"1791","female",19,"second","brown",60,200,2,0,7,"Yes",5,15,0,5
"1792","female",18,"first","blue",68,200,2,0,21,"Yes",4,15,1,3
"1793","male",22,"fourth","hazel",72,450,0,1,7,"Yes",15,600,6,12
"1794","male",20,"second","green",72,359,0,1,7,"No",0,10,11,19
"1795","female",19,"second","hazel",66,375,1,1,10,"No",0,45,0,15
"1796","female",19,"third","brown",66,75,1,0,8,"Yes",3,200,2,8
"1797","male",20,"third","brown",68,172,2,0,20,"Yes",0,15,3,25
"1798","female",20,"third","blue",69,217,5,0,15,"Yes",5,20,0,20
"1799","female",20,"third","green",64,380,1,1,15,"Yes",6,50,0,8
"1800","female",20,"third","blue",62,184,1,0,6,"Yes",6,100,1,10
"1801","male",21,"third","hazel",85,35,4,0,3,"Yes",6,74,0,3
"1802","male",19,"second","brown",71,176,3,1,10,"No",0,125,2,30
"1803","male",18,"first","brown",70,186,1,1,10,"No",0,20,15,30
"1804","male",34,"other","hazel",75,0,0,2,46,"No",0,1110,12,14
"1805","female",18,"first","blue",70,30,1,0,9,"Yes",4,30,1,14
"1806","male",25,"third","brown",68,85,1,1,20,"Yes",25,0,0,10
"1807","male",20,"second","brown",75,330,2,0,72,"No",0,0,36,15
"1808","male",20,"second","blue",71,70,1,1,20,"Yes",3,15,5,10
"1809","male",22,"fourth","brown",69,99,0,2,20,"Yes",10,0,0,10
"1810","male",22,"fourth","brown",75,182,2,1,24,"No",0,104,1,3
"1811","male",21,"third","blue",77,50,0,1,100,"Yes",8,100,8,25
"1812","female",19,"second","green",NA,30,0,1,6,"Yes",6,100,0,10
"1813","female",18,"first","green",71,200,0,1,10,"No",0,30,6,2
"1814","female",20,"second","brown",63,150,1,1,35,"No",0,10,0,21
"1815","female",22,"fourth","blue",68,180,0,0,10,"Yes",3,55,0,3
"1816","female",21,"fourth","green",67,45,0,2,50,"No",0,51,1,35
"1817","female",19,"second","blue",61,180,0,1,20,"Yes",15,NA,0,3
"1818","female",22,"fourth","brown",68,0,1,1,10,"Yes",12,80,0,10
"1819","male",19,"first","blue",72,120,1,1,10,"No",0,NA,0,15
"1820","female",22,"fourth","blue",64,300,2,1,5,"Yes",7,100,4,2
"1821","male",19,"second","green",74,130,0,1,3,"Yes",6,35,4,4
"1822","female",20,"second","brown",64,NA,0,1,25,"No",0,20,2,20
"1823","female",19,"second","brown",60,170,1,1,15,"Yes",10,5,0,4
"1824","male",22,"fourth","blue",69,200,1,0,12,"Yes",5,NA,2,20
"1825","male",20,"second","brown",74,143,0,1,25,"Yes",0,NA,10,10
"1826","female",20,"second","blue",69,190,0,0,7,"No",0,NA,0,10
"1827","male",24,"second","brown",NA,NA,0,1,10,"Yes",3,30,2,5
"1828","female",20,"second","hazel",64,80,1,2,8,"No",0,15,0,5
"1829","male",19,"first","brown",70,45,0,0,8,"Yes",10,50,6,8
"1830","male",27,"other","blue",71,150,1,1,3,"Yes",4,500,5,8
"1831","female",19,"first","hazel",61,180,2,0,10,"No",0,25,0,15
"1832","male",19,"second","blue",78,120,1,1,35,"Yes",5,50,4,4
"1833","male",21,"fourth","blue",72,75,1,2,4,"Yes",4,NA,0.5,15
"1834","male",20,"third","brown",71,200,2,1,10,"Yes",10,15,15,10
"1835","female",20,"second","green",71,120,1,2,25,"No",0,30,0,4
"1836","female",20,"second","blue",68,130,0,2,15,"Yes",8,12,0,2
"1837","male",20,"second","brown",67,35,0,1,20,"Yes",4,30,15,10
"1838","female",20,"second","brown",65,100,1,3,12,"No",0,35,0,12
"1839","male",21,"third","blue",72,25,0,1,15,"Yes",8,20,0,7
"1840","male",18,"first","blue",71,200,1,1,8,"No",0,5,2,6
"1841","female",18,"first","brown",62,45,1,1,13,"Yes",6.5,300,1.5,1.5
"1842","female",21,"third","blue",68,150,1,1,25,"Yes",6,60,20,10
"1843","female",19,"first","brown",63,500,1,1,20,"Yes",8,NA,1,3
"1844","male",20,"second","green",72,90,1,0,5,"No",0,45,20,50
"1845","male",21,"fourth","hazel",75,55,0,1,20,"Yes",6,3,0,20
"1846","male",19,"first","hazel",75,60,1,0,3.5,"Yes",4,15,9,2
"1847","female",20,"third","brown",66,32,0,1,2,"Yes",3,100,7,4
"1848","female",19,"second","blue",71,0,1,0,6,"Yes",6,35,1,2
"1849","female",20,"second","blue",63,50,0,1,15,"No",0,100,0,10
"1850","female",23,"other","brown",69,120,1,0,30,"Yes",4,55,1,15
"1851","female",19,"first","blue",71,100,1,2,30,"Yes",3,1000,10,25
"1852","male",20,"second","brown",70,3500,1,0,6,"No",0,20,0,4
"1853","female",21,"fourth","blue",68,225,2,1,20,"Yes",9,250,0,3
"1854","male",18,"first","brown",72,370,0,1,30,"No",0,70,2,10
"1855","female",20,"second","green",65,125,1,1,15,"No",0,30,3,10
"1856","female",20,"second","blue",67,312,2,1,5,"Yes",3,40,0.5,3
"1857","female",22,"fourth","blue",65,140,0,1,6,"No",0,40,0,4
"1858","male",21,"third","hazel",72,200,0,1,20,"No",0,1000,1,4
"1859","female",18,"first","blue",63,180,0,1,8,"No",0,50,0,15
"1860","male",21,"third","brown",70,219,0,1,5,"Yes",3,20,3,2
"1861","female",20,"second","hazel",64,150,1,0,10,"No",0,55,2,7
"1862","female",19,"second","hazel",67,10,1,0,15,"No",0,45,0.5,7
"1863","female",19,"second","brown",64,30,1,1,5,"Yes",3,15,1,7
"1864","female",18,"first","blue",62,180,1,3,12,"Yes",7,NA,0,5.5
"1865","female",21,"third","brown",72,200,0,1,10,"Yes",10,NA,5,10
"1866","female",20,"second","green",NA,40,3,1,10,"Yes",4,200,0,0
"1867","male",24,"other","brown",69,184,1,1,14,"Yes",6,8,4,14
"1868","female",18,"first","green",76,210,1,0,25,"Yes",20,50,0,2
"1869","female",20,"third","blue",71,120,1,2,10,"Yes",4.5,50,1,6
"1870","male",20,"second","blue",72,130,1,0,15,"No",0,80,2,6
"1871","female",22,"other","blue",73,600,1,2,10,"Yes",5,50,0,15
"1872","female",20,"second","hazel",68,90,1,1,20,"Yes",5,40,3,20
"1873","female",23,"other","green",64,60,0,2,5,"Yes",7,100,0,8
"1874","female",21,"third","green",69,30,0,1,10,"Yes",4,50,0,2
"1875","female",18,"first","blue",66,120,2,0,30,"Yes",6,50,0,3
"1876","male",19,"second","blue",73,257,1,2,60,"No",0,250,15,1
"1877","male",22,"fourth","blue",70,90,1,1,2,"Yes",12,0,10,10
"1878","female",22,"fourth","blue",67,120,0,2,4,"Yes",2,80,0,4
"1879","female",20,"second","green",63,1600,0,0,15,"Yes",2,20,0,2
"1880","male",21,"third","brown",72,400,1,0,6,"No",0,50,1,4
"1881","female",20,"third","brown",66,0,0,1,56,"No",0,30,1,5
"1882","female",20,"second","blue",65,305,1,0,20,"No",0,20,0,28
"1883","male",21,"second","blue",70,175,2,2,5,"No",0,50,3,5
"1884","female",21,"third","brown",64,219,0,0,25,"No",0,75,0,20
"1885","female",20,"second","green",66,160,1,2,25,"No",0,75,0,3
"1886","male",20,"third","brown",78,335,1,0,9,"No",0,10,8,10
"1887","male",20,"second","brown",78,220,1,1,15,"No",0,10,2,8
"1888","female",22,"fourth","green",63,180,1,0,10,"Yes",3,100,0,15
"1889","male",18,"first","blue",74,60,0,2,10,"Yes",5,10,3,15
"1890","female",26,"other","brown",67,185,1,0,20,"No",0,NA,0,15
"1891","female",21,"third","green",54,64,1,1,10,"Yes",3,113,0,6
"1892","male",21,"fourth","brown",72,22.5,1,4,5,"Yes",6,75,10,8
"1893","male",19,"second","brown",66,361,2,0,15,"Yes",9.5,25,10,23
"1894","female",35,"fourth","green",64,30,1,0,12,"Yes",2.5,200,2,6
"1895","male",19,"first","brown",68,102,1,1,14,"No",0,20,14,1
"1896","female",18,"first","brown",67,350,0,0,10,"No",0,200,0,10
"1897","male",21,"third","brown",74,360,1,3,6,"No",0,650,12,3
"1898","female",20,"third","blue",66,180,0,1,28,"Yes",7,20,0,21
"1899","male",22,"fourth","blue",73,170,0,1,10,"No",0,90,0,2
"1900","female",22,"fourth","green",64,170,0,1,12,"Yes",3,100,0,7
"1901","male",22,"fourth","blue",74,60,0,1,8,"Yes",2,10,0,4
"1902","male",21,"third","other",76,90,1,2,8,"No",0,50,12,8
"1903","female",20,"second","brown",62,15,4,0,12,"No",0,100,0,15
"1904","male",21,"third","blue",75,230,0,3,7,"Yes",6,200,1,10
"1905","female",19,"second","brown",65,30,1,1,25,"No",0,78,0,30
"1906","male",19,"first","green",75,60,3,0,6,"Yes",2,0,4,2
"1907","female",20,"second","green",67,110,2,0,25,"Yes",10,100,3,20
"1908","male",20,"second","hazel",72,120,0,3,10,"Yes",12,0,4,5
"1909","female",19,"second","blue",66,1027,1,0,20,"No",0,0,0,3
"1910","female",22,"fourth","blue",65,210,0,1,20,"Yes",5,10,0,5
"1911","male",20,"second","blue",70,150,0,0,10,"Yes",5,5,15,15
"1912","male",19,"second","brown",75,15,0,1,4,"Yes",0,5,15,3
"1913","female",21,"fourth","hazel",67,0,2,0,18,"Yes",3,130,2,10
